glottocode,language_name,lang_family,lang_family_count,domains_of_use,speaker_number,speaker_number_trends,transmission,elcat_endangerment,country_count,max_gdp_percapita,avg_gdp_percapita,max_internet,avg_internet,max_urban,avg_urban,max_urban_growth,avg_urban_growth,official,regional,national,minority,widely_spoken,area_Africa,area_Australia,area_Eurasia,area_North America,area_Papunesia,area_South America
pini1245,Lake Carnegie Western Desert,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuka1246,Kukatja,Pama-Nyungan,250.0,3,2,0,0,vulnerable,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
pint1250,Pintupi-Luritja,Pama-Nyungan,250.0,,2,,,threatened,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
pint1251,Pintiini,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
pitj1243,Pitjantjatjara,Pama-Nyungan,250.0,3,2,0,0,vulnerable,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yank1247,Yankunytjatjara,Pama-Nyungan,250.0,4,4,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngaa1240,Ngaanyatjarra,Pama-Nyungan,250.0,,2,,,threatened,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngaa1240,Ngaanyatjarra,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yulp1239,Yulparija,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mart1256,Martu Wangka,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wanm1242,Wanman,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
warl1254,Warlpiri,Pama-Nyungan,250.0,1,2,,1,threatened,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
warl1255,Warlmanpa,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngar1288,Ngardi,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
walm1241,Walmajarri-Juwaliny,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
jaru1254,Jaru,Pama-Nyungan,250.0,4,3,2,1,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mudb1240,Mudburra,Pama-Nyungan,250.0,4,4,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
guri1247,Gurindji,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngar1235,Ngarinman,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngan1296,Nganyaywana,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
dyan1250,Dyangadi,Pama-Nyungan,250.0,,,,,awakening,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
gugu1256,Roth's Gugu Warra,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yala1262,Yalarnnga,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kalk1246,Kalkatungu,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yuga1244,Yugambal,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
biga1237,Bigambal,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
guga1239,Gugadj,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
maya1280,Mayaguduna,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngaw1240,Ngawun,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mbar1253,Rimanggudhinma,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
lamu1254,Lamalama,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
umbu1256,Umbuygamu,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yiry1245,Yir-Yoront,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
gugu1254,Gugubera,Pama-Nyungan,250.0,,4,4,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
thay1249,Thayore,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuuk1243,Kuuk-Yak,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kokn1236,Kok-Nar,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuth1240,Kuthant,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
areb1238,Areba,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
gurd1238,Gurdjar,Pama-Nyungan,250.0,,5,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mbab1239,Mbabaram,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wami1239,Wamin,Pama-Nyungan,250.0,,5,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mbiy1238,Mbiywom,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
atam1239,Atampaya,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
alng1239,Alngith,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
leni1238,Linngithigh,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yang1305,Yangathimri,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
thay1248,Thaypan,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kunj1245,Kunjen,Pama-Nyungan,250.0,3,4,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ikar1243,Ikaranggal,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
taga1279,Tagalaka,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wikn1246,Wikngenchera,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
umbi1243,Umbindhamu,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ayab1239,Yintyinka-Ayabadhu,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuuk1238,Kuuku-Ya'u,Pama-Nyungan,250.0,3,4,5,4,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
umpi1239,Umpila,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kanj1260,Kanju,Pama-Nyungan,250.0,3,4,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
flin1247,Flinders Island,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
barr1247,Barrow Point,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wikm1246,Wik-Me'anha,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wike1239,Wik-Epa,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
paka1251,Pakanha,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wikm1247,Wik-Mungkan,Pama-Nyungan,250.0,,2,,,threatened,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wiki1239,Wik-Iiyanh,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuku1280,Kuku-Uwanh,Pama-Nyungan,250.0,4,4,2,5,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuku1281,Kuku-Ugbanh,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuku1283,Kuku-Muminh,Pama-Nyungan,250.0,4,4,5,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kuku1282,Kuku-Mu'inh,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wika1238,Wikalkan,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wikn1245,Wik-Ngathana,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yand1251,Yanda,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
guwa1242,Guwa,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
waru1264,Warrongo,Pama-Nyungan,250.0,,,,,awakening,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
gugu1253,Gugu Badhun,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wadj1255,Wadjigu,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
gung1248,Gungabula,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kung1258,Kunggari,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mand1417,Mandandanyi,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
guwa1243,Guwamu,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
marg1253,Margany,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
guny1241,Gunya,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
bidy1243,Bidyara,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
biri1256,Biri,Pama-Nyungan,250.0,,,,,awakening,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yann1237,Nhangu,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
djin1253,Djinang,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
djin1252,Djinba,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
rita1239,Ritharrngu,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
dhan1270,Dhangu,Pama-Nyungan,250.0,,3,,,endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
dayi1244,Dayi,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ying1247,Yinggarda,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
nhan1238,Nhanda,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
badi1246,Badimaya,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
badi1246,Badimaya,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
waja1257,Wajarri,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
malg1242,Malgana,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
nhuw1239,Nhuwala,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
mart1255,Martuthunira,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
nija1241,Nyiyaparli-Palyku,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
tjur1240,Tjurruru,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngar1287,Ngarluma,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kari1304,Kariyarra,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
kurr1243,Kurrama,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yind1247,Yindjibarndi,Pama-Nyungan,250.0,,3,,4,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
pany1241,Panytyima,Pama-Nyungan,250.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
nyam1271,Nyamal,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
pini1244,Pinigura,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
bayu1240,Bayungu,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
dhal1245,Dhalandji,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
burd1238,Burduna,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
djiw1241,Djiwarli,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
thii1234,Thiin,Pama-Nyungan,250.0,,5,,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
dhar1247,Dhargari,Pama-Nyungan,250.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
wari1262,Wariyangga,Pama-Nyungan,250.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
