official_name,level,speakers,country,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use
Murui Huitoto,Threatened,3000,Peru,0,0,0,0,0,2,82.354,79.5
Murui Huitoto,Threatened,3000,Colombia,0,0,0,0,0,2,82.354,79.5
Muruwari,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
Muskogee,Severely Endangered,4200,United States,0,0,0,0,0,1,83.298,93.1
Muslim Tat,Severely Endangered,5000,Russian Federation,0,0,0,0,0,3,77.257,92.2
Muslim Tat,Severely Endangered,5000,Azerbaijan,0,0,0,0,0,3,77.257,92.2
Muslim Tat,Severely Endangered,5000,"Iran, Islamic Rep.",0,0,0,0,0,3,77.257,92.2
Musom,Endangered,219,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Mussau-Emira,Threatened,3651,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Muya,Vulnerable,15000,China,0,0,0,0,0,1,64.57,77.5
Muzi,Threatened,10000,China,0,0,0,0,0,1,64.57,77.5
Mvanip,Threatened,100,Nigeria,0,0,0,0,0,1,54.283,39.2
Mwatebu,Endangered,120,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Mwenyi,Threatened,6000,Zambia,0,0,0,0,0,1,46.335,33.0
Mwesen,Critically Endangered,10,Vanuatu,0,0,0,0,0,1,25.976,45.7
Myanmar Sign Language,Threatened,250000,Myanmar,0,0,0,0,0,1,32.112,58.5
Nachering,Vulnerable,10041,Nepal,0,0,0,0,0,1,21.903,55.8
Nadëb,Endangered,370,Brazil,0,0,0,0,0,1,87.788,84.2
Nafi,Endangered,160,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nagu,Severely Endangered,206,Solomon Islands,0,0,0,0,0,1,26.037,42.5
Naha'ai,Endangered,600,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nahavaq,Endangered,700,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nai,Endangered,454,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Najit,Critically Endangered,5,Vanuatu,0,0,0,0,0,1,25.976,45.7
Naka'ela,Critically Endangered,5,Indonesia,0,0,0,0,0,1,58.572,69.2
Nakai,Endangered,3,Indonesia,0,0,0,0,0,1,58.572,69.2
Nakara,Severely Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
Nake,Endangered,170,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Naki,Threatened,3000,Cameroon,0,0,0,0,0,1,59.315,41.9
Nakwi,Endangered,216,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nalu,Vulnerable,22000,Guinea,0,0,0,0,0,2,45.466,32.5
Nalu,Vulnerable,22000,Guinea-Bissau,0,0,0,0,0,2,45.466,32.5
Naluo,Vulnerable,15000,China,0,0,0,0,0,1,64.57,77.5
Namat,Endangered,180,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nambi,Endangered,484,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nambikwara,Endangered,721,Brazil,0,0,0,0,0,1,87.788,84.2
Namia,Vulnerable,3500,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Namla,Severely Endangered,36,Indonesia,0,0,0,0,0,1,58.572,69.2
Namo,Severely Endangered,80,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Namosi,Threatened,1600,Fiji,0,0,0,0,0,1,58.713,79.3
Namuyi,Endangered,5000,China,0,0,0,0,0,1,64.57,77.5
Nanai,Severely Endangered,180,Russian Federation,0,0,0,0,0,2,75.331,92.2
Nanai,Severely Endangered,180,China,0,0,0,0,0,2,75.331,92.2
Ñandeva,Endangered,19308,Brazil,0,0,0,0,0,3,92.463,89.2
Ñandeva,Endangered,19308,Argentina,0,0,0,0,0,3,92.463,89.2
Ñandeva,Endangered,19308,Paraguay,0,0,0,0,0,3,92.463,89.2
Nanga,Threatened,3000,Mali,0,0,0,0,0,1,46.189,35.1
Nanti,Vulnerable,450,Peru,0,0,0,0,0,1,78.922,79.5
Napu,Threatened,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
Nar Phu,Endangered,500,Nepal,0,0,0,0,0,1,21.903,55.8
Narau,Severely Endangered,85,Indonesia,0,0,0,0,0,1,58.572,69.2
Nari Nari,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Narmoris,Endangered,120,Vanuatu,0,0,0,0,0,1,25.976,45.7
Naro,Vulnerable,10000,Botswana,0,0,0,0,0,2,72.867,81.4
Naro,Vulnerable,10000,Namibia,0,0,0,0,0,2,72.867,81.4
Narungga,Severely Endangered,24,Australia,0,0,0,0,0,1,86.617,97.1
Nasal,Vulnerable,3000,Indonesia,0,0,0,0,0,1,58.572,69.2
Nasarian,Critically Endangered,20,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nasvang,Endangered,275,Vanuatu,0,0,0,0,0,1,25.976,45.7
Natanzi,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Nāti,Severely Endangered,25,Vanuatu,0,0,0,0,0,1,25.976,45.7
Natioro,Vulnerable,4000,Burkina Faso,0,0,0,0,0,1,32.52,17.0
Nauete,Endangered,1000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
Naukan Yupik,Endangered,200,Russian Federation,0,0,0,0,0,1,75.331,92.2
Nauna,Severely Endangered,100,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Navwien,Critically Endangered,5,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nawaru,Endangered,190,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nayini,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Nchumbulu,Threatened,1800,Ghana,0,0,0,0,0,1,59.238,69.9
Nda'nda',Vulnerable,10000,Cameroon,0,0,0,0,0,1,59.315,41.9
Ndai,Critically Endangered,3,Cameroon,0,0,0,0,0,1,59.315,41.9
Ndam,Threatened,6500,Chad,0,0,0,0,0,1,24.366,13.2
Ndjebbana,Endangered,241,Australia,0,0,0,0,0,1,86.617,97.1
Ndoola ,Vulnerable,10000,Nigeria,0,0,0,0,0,2,59.315,41.9
Ndoola ,Vulnerable,10000,Cameroon,0,0,0,0,0,2,59.315,41.9
Ndunda,Endangered,400,Nigeria,0,0,0,0,0,1,54.283,39.2
Ndut,Vulnerable,50000,Senegal,0,0,0,0,0,1,49.579,60.6
Nedebang,Critically Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
Negidal,Severely Endangered,150,Russian Federation,0,0,0,0,0,1,75.331,92.2
Nēhiyawēwin,Severely Endangered,53070,Canada,0,0,0,0,0,1,81.862,94.0
Nen,Endangered,250,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Neo-Mandaic,Severely Endangered,200,"Iran, Islamic Rep.",0,0,0,0,0,2,77.257,81.7
Neo-Mandaic,Severely Endangered,200,Iraq,0,0,0,0,0,2,77.257,81.7
Nepali Kurux,Vulnerable,28615,Nepal,0,0,0,0,0,1,21.903,55.8
Nese,Critically Endangered,15,Vanuatu,5,3,4,4,7,1,25.976,45.7
Nez Perce,Critically Endangered,50,United States,0,0,0,0,0,1,83.298,93.1
Ngaanyatjarra,Threatened,1300,Australia,0,0,0,0,0,1,86.617,97.1
Ngaatjatjara,Severely Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
Ngala,Endangered,136,Papua New Guinea,0,0,2,0,0,1,13.723,24.1
Ngalakgan,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Ngaliwurru,Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
Ngalum,Vulnerable,18000,Indonesia,0,0,0,0,0,2,58.572,69.2
Ngalum,Vulnerable,18000,Papua New Guinea,0,0,0,0,0,2,58.572,69.2
Ngamini,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Ngamo,Vulnerable,60000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ngan'gikurunggurr,Endangered,240,Australia,0,0,0,0,0,1,86.617,97.1
Ngan'gityemerri,Endangered,150,Australia,0,0,0,0,0,1,86.617,97.1
Nganasan,Severely Endangered,500,Russian Federation,0,0,0,0,0,1,75.331,92.2
Ngandi,Critically Endangered,9,Australia,0,0,0,0,0,1,86.617,97.1
Nganyaywana,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Ngardi,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
Ngarigu,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Ngarinyin,Critically Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
Ngarinyman,Endangered,170,Australia,0,0,0,0,0,1,86.617,97.1
Ngarla,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Ngarluma,Severely Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
Ngarnka,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Ngasa,Endangered,300,Kenya,0,0,0,0,0,2,37.409,35.0
Ngasa,Endangered,300,Tanzania,0,0,0,0,0,2,37.409,35.0
Ngawun,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
Ngbinda,Critically Endangered,3,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
Ngen,Endangered,800,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nggwahyi,Threatened,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ngizim,Vulnerable,80000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ngkâlmpw Kanum,Endangered,150,Indonesia,0,0,0,0,0,1,58.572,69.2
Ngomburr,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
Ngong,Critically Endangered,2,Cameroon,0,0,0,0,0,1,59.315,41.9
Ngumbarl,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Nguôn,Endangered,1000,Viet Nam,0,0,0,0,0,2,39.48,78.1
Nguôn,Endangered,1000,Lao PDR,0,0,0,0,0,2,39.48,78.1
Ngwaba,Vulnerable,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
Nhanta,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Nheengatú,Endangered,19060,Brazil,0,0,0,0,0,3,88.438,84.2
Nheengatú,Endangered,19060,Colombia,0,0,0,0,0,3,88.438,84.2
Nheengatú,Endangered,19060,"Venezuela, RB",0,0,0,0,0,3,88.438,84.2
Nhirrpi,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Nhuwala,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
Nicaragua Creole English,Vulnerable,500000,Nicaragua,0,0,0,0,0,1,59.849,58.2
Nicaraguan Sign Language,Threatened,3000,Nicaragua,0,0,0,0,0,1,59.849,58.2
Niellim,Threatened,5160,Chad,0,0,0,0,0,1,24.366,13.2
Niitsipowahsin,Severely Endangered,2800,United States,0,0,0,0,0,2,83.298,94.0
Niitsipowahsin,Severely Endangered,2800,Canada,0,0,0,0,0,2,83.298,94.0
Niksek,Endangered,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nila,Threatened,1800,Timor-Leste,0,0,0,0,0,1,32.456,34.0
Nimanburru,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Nimbari,Extinct,0,Cameroon,0,0,0,0,0,1,59.315,41.9
Nimo,Endangered,178,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ninam,Vulnerable,560,Brazil,0,0,0,0,0,2,88.438,84.2
Ninam,Vulnerable,560,"Venezuela, RB",0,0,0,0,0,2,88.438,84.2
Ninde,Threatened,1100,Vanuatu,0,0,0,0,0,1,25.976,45.7
Ningera,Endangered,213,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ninggerum,Threatened,3500,Indonesia,0,0,0,0,0,2,58.572,69.2
Ninggerum,Threatened,3500,Papua New Guinea,0,0,0,0,0,2,58.572,69.2
Ningil,Endangered,500,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ningye,Threatened,4000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ninzo,Critically Endangered,2,Nigeria,0,0,0,0,0,1,54.283,39.2
Niolean,Severely Endangered,90,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nipode,Severely Endangered,50,Brazil,0,0,0,0,0,3,87.788,84.2
Nipode,Severely Endangered,50,Peru,0,0,0,0,0,3,87.788,84.2
Nipode,Severely Endangered,50,Colombia,0,0,0,0,0,3,87.788,84.2
Nisga'a,Severely Endangered,333,Canada,0,0,0,0,0,1,81.862,94.0
Nisvai,Endangered,200,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nitita,Critically Endangered,5,Vanuatu,0,0,0,0,0,1,25.976,45.7
Niue,Threatened,7990,New Zealand,1,0,0,0,0,4,86.985,96.2
Niue,Threatened,7990,Cook Islands,1,0,0,0,0,4,86.985,96.2
Niue,Threatened,7990,Tonga,1,0,0,0,0,4,86.985,96.2
Niue,Threatened,7990,Niue,1,0,0,0,0,4,86.985,96.2
Nivaclé,Threatened,8800,Argentina,0,0,0,0,0,2,92.463,89.2
Nivaclé,Threatened,8800,Paraguay,0,0,0,0,0,2,92.463,89.2
Nivat,Critically Endangered,10,Vanuatu,0,0,0,0,0,1,25.976,45.7
Njav,Critically Endangered,10,Vanuatu,0,0,0,0,0,1,25.976,45.7
Njerep,Critically Endangered,4,Nigeria,0,0,0,0,0,1,54.283,39.2
Nkari,Threatened,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
Nkoroo,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
Noghay,Threatened,70000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Nokuku,Endangered,250,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nomatsiguenga,Threatened,5531,Peru,0,0,0,0,0,1,78.922,79.5
Noon,Vulnerable,50000,Senegal,0,0,0,0,0,1,49.579,60.6
Norman,Severely Endangered,11100,France,0,0,0,0,0,1,81.777,86.8
North Ambrym,Threatened,5250,Vanuatu,0,0,0,0,0,1,25.976,45.7
North Muyu,Threatened,8000,Indonesia,0,0,0,0,0,1,58.572,69.2
North Saami,Threatened,25700,Russian Federation,0,0,0,0,0,4,88.738,99.0
North Saami,Threatened,25700,Sweden,0,0,0,0,0,4,88.738,99.0
North Saami,Threatened,25700,Norway,0,0,0,0,0,4,88.738,99.0
North Saami,Threatened,25700,Finland,0,0,0,0,0,4,88.738,99.0
Northeastern Alta Mixtec,Threatened,10220,Mexico,0,0,0,0,0,1,81.582,81.2
Northern Alta,Endangered,240,Philippines,0,0,0,0,0,1,48.287,83.8
Northern Alta Mixtec,Threatened,3970,Mexico,0,0,0,0,0,1,81.582,81.2
Northern Altai,Endangered,10000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Northern Baja Mixtec,Threatened,8320,Mexico,0,0,0,0,0,1,81.582,81.2
Northern Bolivian Quechua,At risk,100000,Bolivia,0,0,0,0,0,1,71.186,70.2
Northern Chinantec,Vulnerable,37900,Mexico,0,0,0,0,0,1,81.582,81.2
Northern Frisian,Threatened,8000,Germany,0,0,0,0,0,1,77.765,92.5
Northern Khanty,Threatened,10000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Northern Lorung,Threatened,1207,Nepal,0,0,0,0,0,1,21.903,55.8
Northern Mansi,Endangered,3000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Northern Muji,Endangered,9000,China,0,0,0,0,0,1,64.57,77.5
Northern Paiute,Critically Endangered,700,United States,0,0,0,0,0,1,83.298,93.1
Northern Pame,Threatened,5620,Mexico,0,0,0,0,0,1,81.582,81.2
Northern Pomo,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
Northern Pumi,Vulnerable,32300,China,0,0,0,0,0,1,64.57,77.5
Northern Roglai,Vulnerable,25000,Viet Nam,0,0,0,0,0,1,39.48,78.1
Northern Selkup,Endangered,600,Russian Federation,0,0,0,0,0,1,75.331,92.2
Northern Straits Salish,Critically Endangered,16,United States,0,0,0,0,0,2,83.298,94.0
Northern Straits Salish,Critically Endangered,16,Canada,0,0,0,0,0,2,83.298,94.0
Northern Tepehuán,Threatened,8000,Mexico,0,0,0,0,0,1,81.582,81.2
Northern Totonac,Threatened,3000,Mexico,0,0,0,0,0,1,81.582,81.2
Northern Tujia,Severely Endangered,65000,China,0,0,0,0,0,1,64.57,77.5
Northern Tutchone,Severely Endangered,200,Canada,0,0,0,0,0,1,81.862,94.0
Northern Yauyos Quechua,Extinct,0,Peru,0,0,0,0,0,1,78.922,79.5
Northwestern Chinantec,Threatened,1720,Mexico,0,0,0,0,0,1,81.582,81.2
Norwegian Sign Language,Threatened,4000,Norway,0,0,0,0,0,1,83.995,99.0
Notre,Vulnerable,2368,Benin,0,0,0,0,0,1,50.1,32.2
Noy,Severely Endangered,36,Chad,0,0,0,0,0,1,24.366,13.2
Nsong,Threatened,7080,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
Nsyilxcən,Endangered,81,United States,0,0,0,0,0,2,83.298,94.0
Nsyilxcən,Endangered,81,Canada,0,0,0,0,0,2,83.298,94.0
Nubaca,Endangered,800,Cameroon,0,0,0,0,0,1,59.315,41.9
Nubi,Threatened,25000,Kenya,0,0,0,0,0,4,47.444,35.0
Nubi,Threatened,25000,South Sudan,0,0,0,0,0,4,47.444,35.0
Nubi,Threatened,25000,"Congo, Dem. Rep.",0,0,0,0,0,4,47.444,35.0
Nubi,Threatened,25000,Uganda,0,0,0,0,0,4,47.444,35.0
Nubri,Threatened,2000,Nepal,0,0,0,0,0,1,21.903,55.8
Nukak,Endangered,390,Colombia,0,0,0,0,0,1,82.354,77.3
Nukna,Vulnerable,1000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nukunu,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Numbami,Endangered,270,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Nume,Endangered,700,Vanuatu,0,0,0,0,0,1,25.976,45.7
Nungali,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Nupbikha,Vulnerable,30000,Bhutan,0,0,0,0,0,1,44.35,88.4
Nusa Laut,Severely Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
Nuuchahnulth (Nootka),Critically Endangered,73,Canada,0,0,0,0,0,1,81.862,94.0
Nuxalk,Critically Endangered,21,Canada,0,0,0,0,0,1,81.862,94.0
Nyagrong Minyag,Threatened,1000,China,0,0,0,0,0,1,64.57,77.5
Nyahkur,Endangered,10000,Thailand,0,0,0,0,0,1,53.608,89.5
Nyamal,Critically Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
Nyang'i,Critically Endangered,10,Uganda,0,0,0,0,0,1,26.771,15.3
Nyangumarta,Endangered,520,Australia,0,0,0,0,0,1,86.617,97.1
Nyanjang,Critically Endangered,4,Cameroon,0,0,0,0,0,1,59.315,41.9
Nyawaygi,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Nyenkha,Vulnerable,8692,Bhutan,0,0,0,0,0,1,44.35,88.4
Nyeu,Endangered,200,Thailand,0,0,0,0,0,1,53.608,89.5
Nyikina,Severely Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
Nyiyaparli,Severely Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
Nyulnyul,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
N||ng,Critically Endangered,5,South Africa,0,0,0,0,0,1,68.819,75.7
Nłeʔkepmxcín (Thompson),Severely Endangered,105,Canada,0,0,0,0,0,1,81.862,94.0
O'odham,Vulnerable,15000,United States,0,0,0,0,0,2,83.298,93.1
O'odham,Vulnerable,15000,Mexico,0,0,0,0,0,2,83.298,93.1
Oaxaca Zoque,Threatened,5216,Mexico,0,0,0,0,0,1,81.582,81.2
Oblo,Extinct,0,Cameroon,0,0,0,0,0,1,59.315,41.9
Obokuitai,Endangered,120,Indonesia,0,0,0,0,0,1,58.572,69.2
Obulom,Threatened,3420,Nigeria,0,0,0,0,0,1,54.283,39.2
Ocaina,Critically Endangered,50,Peru,0,0,0,0,0,2,82.354,79.5
Ocaina,Critically Endangered,50,Colombia,0,0,0,0,0,2,82.354,79.5
Ocuiltec,Endangered,737,Mexico,0,0,0,0,0,1,81.582,81.2
Odoodee,Endangered,490,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Odut,Severely Endangered,20,Nigeria,0,0,0,0,0,1,54.283,39.2
Ofayé,Severely Endangered,12,Brazil,0,0,0,0,0,1,87.788,84.2
Oirata,Threatened,1220,Indonesia,0,0,0,0,0,1,58.572,69.2
Oji-Cree ,Vulnerable,6110,Canada,0,0,0,0,0,1,81.862,94.0
Okiek,Severely Endangered,50,Kenya,0,0,0,0,0,2,37.409,35.0
Okiek,Severely Endangered,50,Tanzania,0,0,0,0,0,2,37.409,35.0
Okinawan,Severely Endangered,95000,Japan,0,0,0,0,0,1,92.043,87.0
Okobo,Vulnerable,50000,Nigeria,0,0,0,0,0,1,54.283,39.2
Okodia,Threatened,3600,Nigeria,0,0,0,0,0,1,54.283,39.2
Oksapmin,Vulnerable,8000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Olekha,Critically Endangered,3,Bhutan,0,0,0,0,0,1,44.35,88.4
Olkol,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
Olo,Vulnerable,13000,Papua New Guinea,0,0,0,2,1,1,13.723,24.1
Olrat,Critically Endangered,3,Vanuatu,0,0,0,0,0,1,25.976,45.7
Oluta Popoluca,Severely Endangered,12,Mexico,0,0,0,0,0,1,81.582,81.2
Omagua,Critically Endangered,10,Brazil,0,0,0,0,0,2,87.788,84.2
Omagua,Critically Endangered,10,Peru,0,0,0,0,0,2,87.788,84.2
Omaha-Ponca,Severely Endangered,85,United States,0,0,0,0,0,1,83.298,93.1
Omotik,Severely Endangered,50,Kenya,0,0,0,0,0,1,29.52,35.0
Ona,Extinct,0,Argentina,4,1,0,1,0,1,92.463,89.2
One,Threatened,4450,Papua New Guinea,3,0,5,1,3,1,13.723,24.1
Oneida,Endangered,212,United States,0,0,0,0,0,2,83.298,94.0
Oneida,Endangered,212,Canada,0,0,0,0,0,2,83.298,94.0
Ongkor Solon,Critically Endangered,1,Kazakhstan,0,0,0,0,0,2,64.57,92.9
Ongkor Solon,Critically Endangered,1,China,0,0,0,0,0,2,64.57,92.9
Onin,Endangered,600,Indonesia,1,0,0,2,1,1,58.572,69.2
Onjob,Endangered,150,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Onondaga,Critically Endangered,52,United States,0,0,0,0,0,2,83.298,94.0
Onondaga,Critically Endangered,52,Canada,0,0,0,0,0,2,83.298,94.0
Ópata,Extinct,0,Mexico,0,0,0,0,0,1,81.582,81.2
Orang Kanaq,Severely Endangered,87,Malaysia,0,0,0,0,0,1,78.716,97.7
Orang Seletar,Endangered,880,Malaysia,0,0,0,0,0,2,100.0,97.7
Orang Seletar,Endangered,880,Singapore,0,0,0,0,0,2,100.0,97.7
Ordos,Vulnerable,100000,China,0,0,0,0,0,1,64.57,77.5
Orejón,Critically Endangered,100,Peru,0,0,0,0,0,1,78.922,79.5
Original Bangkok Sign Language,Critically Endangered,495,Thailand,0,0,0,0,0,1,53.608,89.5
Original Chiangmai Sign Language,Critically Endangered,19,Thailand,0,0,0,0,0,1,53.608,89.5
Orkon,Severely Endangered,30,Vanuatu,0,0,0,0,0,1,25.976,45.7
Ormu,Endangered,600,Indonesia,0,0,0,0,0,1,58.572,69.2
Oroch,Severely Endangered,150,Russian Federation,0,0,0,0,0,1,75.331,92.2
Oroha,Severely Endangered,38,Solomon Islands,0,0,0,0,0,1,26.037,42.5
Orok,Critically Endangered,60,Russian Federation,0,0,0,0,0,2,92.043,92.2
Orok,Critically Endangered,60,Japan,0,0,0,0,0,2,92.043,92.2
Oroqen,Severely Endangered,2500,China,0,0,0,0,0,1,64.57,77.5
Oroshor,Vulnerable,1950,Tajikistan,0,0,0,0,0,1,28.234,56.8
Orowari,Critically Endangered,5,Brazil,0,0,0,0,0,1,87.788,84.2
Oruma,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
Ottawa,Severely Endangered,2000,United States,0,0,0,0,0,2,83.298,94.0
Ottawa,Severely Endangered,2000,Canada,0,0,0,0,0,2,83.298,94.0
Ouargli,Threatened,5000,Algeria,0,0,0,0,0,1,75.268,76.9
Ouma,Critically Endangered,4,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Owiniga,Endangered,219,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Pa'a,Threatened,8000,Nigeria,0,0,0,0,0,1,54.283,39.2
Paakantyi,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Pacaraos Quechua,Severely Endangered,35,Peru,0,0,0,0,0,1,78.922,79.5
Padoe,Threatened,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
Paez,Vulnerable,60000,Colombia,0,0,0,0,0,1,82.354,77.3
Pagi,Threatened,1100,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Pahi,Endangered,598,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Paipai,Critically Endangered,3,Mexico,0,0,0,0,0,1,81.582,81.2
Paiter,Endangered,920,Brazil,0,0,0,0,0,1,87.788,84.2
Pakanh,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
Palenquero,Endangered,2000,Colombia,0,0,0,0,0,1,82.354,77.3
Palikur,Threatened,2000,Brazil,0,0,0,0,0,2,87.788,84.2
Palikur,Threatened,2000,French Guiana,0,0,0,0,0,2,87.788,84.2
Paloor,Threatened,10000,Senegal,0,0,0,0,0,1,49.579,60.6
Palu'e,Threatened,10000,Indonesia,0,0,0,0,0,1,58.572,69.2
Paluai,Vulnerable,3000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Palyku,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Pam,Severely Endangered,30,Cameroon,0,2,0,0,0,1,59.315,41.9
Pana (Burkina Faso),Threatened,7800,Burkina Faso,0,0,0,0,0,1,32.52,17.0
Pana (Central African Republic),Vulnerable,85980,Nigeria,0,0,0,0,0,4,59.315,41.9
Pana (Central African Republic),Vulnerable,85980,Cameroon,0,0,0,0,0,4,59.315,41.9
Pana (Central African Republic),Vulnerable,85980,Chad,0,0,0,0,0,4,59.315,41.9
Pana (Central African Republic),Vulnerable,85980,Central African Republic,0,0,0,0,0,4,59.315,41.9
Panasuan,Endangered,800,Indonesia,0,0,0,0,0,1,58.572,69.2
Pani Koch,Endangered,300,India,0,0,0,0,0,2,40.473,44.5
Pani Koch,Endangered,300,Bangladesh,0,0,0,0,0,2,40.473,44.5
Panyjima,Severely Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
Papantla Totonac,Vulnerable,80000,Mexico,0,0,0,0,0,1,81.582,81.2
Papapana,Severely Endangered,106,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Papi,Severely Endangered,70,Papua New Guinea,0,1,0,0,0,1,13.723,24.1
Papuma,Endangered,600,Indonesia,0,0,0,0,0,1,58.572,69.2
Parachi,Threatened,6900,Afghanistan,0,0,0,0,0,1,26.933,17.7
Paresí,Threatened,2000,Brazil,0,0,0,0,0,1,87.788,84.2
Parya,Threatened,7500,Uzbekistan,0,0,0,0,0,3,50.532,89.0
Parya,Threatened,7500,Tajikistan,0,0,0,0,0,3,50.532,89.0
Parya,Threatened,7500,Afghanistan,0,0,0,0,0,3,50.532,89.0
Pasi,Endangered,154,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Patuá,Critically Endangered,50,China,0,0,0,0,0,1,64.57,77.5
Patwin,Critically Endangered,1,United States,0,0,0,0,0,1,83.298,93.1
Paulohi,Severely Endangered,50,Indonesia,0,0,0,0,0,1,58.572,69.2
